seller_id,orders_,late_rate
b2479f944e1b90cf8a5de1bbfde284d6,129,0.147286
432c37c9dfba871172ec162e20118b8c,55,0.145454
8f2ce03f928b567e3d56181ae20ae952,172,0.145348
2eb70248d66e0e3ef83659f71b244378,197,0.142131
c31eff8334d6b3047ed34bebd4d62c36,121,0.140495
048c2757535328e0d7dac690ad3c0aae,50,0.14
900ba814c251a692506d7834c1218441,86,0.139534
23613d49c3ac2bd302259e55c06c050c,79,0.13924
855668e0971d4dfd7bef1b6a4133b41b,311,0.138263
fffd5413c0700ac820c7069d66d98c89,58,0.137931
643214e62b870443ccbe55ab29a4dccf,66,0.136363
7e1fb0a3ebfb01ffb3a7dae98bf3238d,169,0.136094
7aa4334be125fcdd2ba64b3180029f14,237,0.135021
f3da5b2ff499efb8d4a6d371d175d7dd,82,0.134146
1eade46fba20122dc4aefb379f8c636b,75,0.133333
8b28d096634035667e8263d57ba3368c,151,0.13245
b33e7c55446eabf8fe1a42d037ac7d6d,152,0.131578
440dd6ab244315c632130ecfb63827b1,92,0.130434
5058e8c1e82653974541e83690655b4a,77,0.12987
59b22a78efb79a4797979612b885db36,133,0.127819
7ad32824caee82087b3e2e5f33b1bf32,180,0.127777
e9bc59e7b60fc3063eb2290deda4cced,260,0.126923
165fc07beebdcb6190fba8a06db2a449,64,0.125
a416b6a846a11724393025641d4edd5e,176,0.125
2e90cb1677d35cfe24eef47d441b7c87,137,0.124087
8e6d7754bc7e0f22c96d255ebda59eba,129,0.124031
897060da8b9a21f655304d50fd935913,413,0.121065
f84fa566034f5e8e880a07ec624c56af,100,0.12
04308b1ee57b6625f47df1d56f00eedf,92,0.119565
7d13fca15225358621be4086e1eb0964,571,0.119089
3df020b72d3d44b3af9d110fa3940b65,101,0.118811
7681ef142fd2c19048da7430856b5588,76,0.118421
7e3f87d16fb353f408d467e74fbd8014,93,0.118279
34056b8b55c1775a22af2331670a799c,77,0.116883
0b35c634521043bf4b47e21547b99ab5,77,0.116883
972d0f9cf61b499a4812cf0bfa3ad3c4,86,0.116279
4869f7a5dfa277a7dca6462dcf3b52b2,1148,0.115853
b1fc4f64df5a0e8b6913ab38803c57a9,121,0.115702
77530e9772f57a62c906e1c21538ab82,381,0.115485
23d7c96d4a1160db1c726b248601b25a,52,0.115384
c9c7905cffc4ef9ff9f113554423e671,139,0.115107
f46490624488d3ff7ce78613913a7711,87,0.114942
d9bd94811c3338dceb4181f3dbc0c73e,61,0.114754
318f287a62ab7ac10b703ac37435a231,61,0.114754
b14db04aa7881970e83ffa9426897925,105,0.114285
a673821011d0cec28146ea42f5ab767f,141,0.113475
3db66a856d18a9cba7c9241fc5221c50,97,0.113402
c3867b4666c7d76867627c2f7fb22e21,241,0.112033
213b25e6f54661939f11710a6fddb871,190,0.110526
b499c00f28f4b7069ff6550af8c1348a,182,0.10989
4a3ca9315b744ce9f8e9374361493884,1949,0.109799
7d76b645482be4a332374e8223836592,183,0.109289
aba1721a889e04decc910aa13b768ef4,92,0.108695
16090f2ca825584b5a147ab24aa30c86,406,0.108374
70a12e78e608ac31179aea7f8422044b,323,0.108359
4e17c65a516f69d023a2ae78b84f28d6,74,0.108108
8444e55c1f13cd5c179851e5ca5ebd00,102,0.107843
ce248b21cb2adc36282ede306b7660e5,65,0.107692
056b4ada5bbc2c50cc7842547dda6b51,65,0.107692
4e922959ae960d389249c378d1c939f5,446,0.107623
6fd52c528dcb38be2eea044946b811f8,84,0.107142
cfb1a033743668a192316f3c6d1d2671,179,0.106145
fd386aa7bed2af3c7035c65506c9b4a3,76,0.105263
1835b56ce799e6a4dc4eddc053f04066,551,0.105263
99eaacc9e6046db1c82b163c5f84869f,67,0.104477
ea8482cd71df3c1969d7b9473ff13abc,1188,0.103535
f84a00e60c73a49e7e851c9bdca3a5bb,97,0.103092
50c9975695009e5e6473912e83a6d1da,68,0.102941
8b321bb669392f5163d04c59e235e066,1005,0.102487
f27e33c6d29b5138fa9967bcd445b6d5,98,0.10204
fa1c13f2614d7b5c4749cbc52fecda94,579,0.101899
f5a590cf36251cf1162ea35bef76fe84,118,0.101694
522620dcb18a6b31cd7bdf73665113a9,178,0.101123
e9d99831abad74458942f21e16f33f92,149,0.100671
37515688008a7a40ac93e3b2e4ab203f,239,0.100418
20cb7c2fde3e5bf10f0bbe7394e1c6a9,50,0.1
8648b1e89e9b349e32d3741b30ec737e,100,0.1
1900267e848ceeba8fa32d80c1a5f5a8,523,0.099426
42b729f859728f5079499127a9c2ef37,131,0.099236
54a1852d1b8f10312c55e906355666ee,202,0.099009
0dd184061fb0eaa7ca37932c68ab91c5,193,0.098445
8581055ce74af1daba164fdbd55a40de,427,0.09836
a3e9a2c700480d9bb01fba070ba80a0e,143,0.097902
527801b552d0077ffd170872eb49683b,92,0.097826
729f06993dac8e860d4f02d7088ca48a,113,0.097345
ececbfcff9804a2d6b40f589df8eef2b,103,0.097087
8d956fec2e4337affcb520f56fd8cbfd,227,0.096916
634964b17796e64304cadf1ad3050fb7,323,0.095975
7c67e1448b00f6e969d365cea6b010ab,1355,0.09594
f7ccf836d21b2fb1de37564105216cc1,73,0.09589
4a3ccda38b2129705f3fb522db62ca31,73,0.09589
391fc6631aebcf3004804e51b40bcf1e,605,0.095867
d673a59aac7a70d8b01e6902bf090a11,84,0.095238
620c87c171fb2a6dd6e8bb4dec959fc6,778,0.095115
9c0e69c7bf2619675bbadf47b43f655a,200,0.095
1f50f920176fa81dab994f9023523100,1926,0.094496
f0b47fbbc6dee9aafe415a6e33051b3f,85,0.094117
1336efc61c316ddf92c899eb817f7cae,85,0.094117
8e8a7ce9f2f970dc00e2acf6f6e199f6,64,0.09375
f262cbc1c910c83959f849465454ddd3,204,0.093137
1d8dbc4f32378d715c717c1c1fc57bae,97,0.092783
1025f0e2d44d7041d6cf58b6550e0bfa,1420,0.092253
70c27847eca8195c983ed7e798c56743,98,0.091836
aac29b1b99776be73c3049939652091d,131,0.091603
688756f717c462a206ad854c5027a64a,99,0.090909
5343d0649eca2a983820bfe93fc4d17e,110,0.090909
218d46b86c1881d022bce9c68a7d4b15,420,0.090476
c826c40d7b19f62a09e2d7c5e7295ee2,365,0.09041
4c2b230173bb36f9b240f2b8ac11786e,343,0.090379
6a8b085f816a1f75f92dbac6eb545f8f,133,0.090225
de23c3b98a88888289c6f5cc1209054a,178,0.089887
7040e82f899a04d1b434b795a43b4617,223,0.089686
e5a38146df062edaf55c38afa99e42dc,124,0.088709
d1c281d3ae149232351cd8c8cc885f0d,239,0.087866
d05ae8f7a5bd1d2a690a44cd079e4e27,80,0.0875
ef506c96320abeedfb894c34db06f478,332,0.087349
a420f60ff1aa9acc80d0e42959f2b313,69,0.086956
951e8cef368f09bb3f3d03c00ca4702c,69,0.086956
827f8f69dfa529c561901c4f2e0f332f,104,0.086538
b2ba3715d723d245138f291a6fe42594,350,0.085714
e59aa562b9f8076dd550fcddf0e73491,82,0.085365
fe2032dab1a61af8794248c8196565c9,305,0.085245
5d0363b33554b373851fc1622e4d5f3c,94,0.085106
cbd996ad3c1b7dc71fd0e5f5df9087e2,189,0.084656
3be634553519fb6536a03e1358e9fdc7,95,0.08421
76d5af76d0271110f9af36c92573f765,155,0.08387
7ddcbb64b5bc1ef36ca8c151f6ec77df,334,0.083832
ce7d1888639e6fb06b2749cbfdac1ff7,84,0.083333
6860153b69cc696d5dcfe1cdaaafcf62,84,0.083333
3c7c4a49ec3c6550809089c6a2ca9370,158,0.082278
e067ad2c1c0b48758eb1b5228bcf7a68,61,0.081967
17f51e7198701186712e53a39c564617,61,0.081967
00ee68308b45bc5e2660cd833c3f81cc,172,0.081395
17a053fcb14bd219540cbde0df490be0,148,0.081081
955fee9216a65b617aa5c0531780ce60,1472,0.080842
17e34d8224d27a541263c4c64b11a56b,260,0.080769
c70c1b0d8ca86052f45a432a38b73958,336,0.080357
6f892e20a171e98efe17fdb971ff319b,50,0.08
058fd0aa2bfdb2274e05e1ae971dabb6,63,0.079365
7142540dd4c91e2237acb7e911c4eba2,328,0.079268
ef0ace09169ac090589d85746e3e036f,139,0.079136
9646c3513289980f17226a2fc4720dbd,76,0.078947
715bbd5ba4e6b74cb0d2f29eb45058b0,64,0.078125
bd0389da23d89b726abf911cccc54596,90,0.077777
004c9cd9d87a3c30c522c48c4fc07416,168,0.07738
4b9750c8ad28220fe6702d4ecb7c898f,221,0.076923
5f1dc28029d2c244352a68107ec2b542,78,0.076923
5656537e588803a555b8eb41f07a944b,185,0.075675
92eb0f42c21942b6552362b9b114707d,358,0.075418
edb1ef5e36e0c8cd84eb3c9b003e486d,174,0.074712
aced59e9b31ef866a94f9e7f29d8d418,67,0.074626
4c18691b6037662be2df78a765d98ab5,67,0.074626
e9779976487b77c6d4ac45f75ec7afe9,738,0.074525
8e6cc767478edae941d9bd9eb778d77a,108,0.074074
624f4ece8da4aafb77699233d480f8ef,54,0.074074
ccc4bbb5f32a6ab2b7066a4130f114e3,189,0.074074
2a7dc43cecabf23403078e2188437d1d,54,0.074074
d6b1ce66b035a475f00c017792ff9769,108,0.074074
da8622b14eb17ae2831f4ac5b9dab84a,1548,0.072997
994f04b3718c2bab35c2adfa8afecd2a,55,0.072727
e24fc9fcd865784fb25705606fe3dfe7,55,0.072727
1bb2bdb95f4841f1bba2c0d2cd83d3c9,83,0.072289
4371b634e0efc0e22b09b52907d9d469,111,0.072072
d50d79cb34e38265a8649c383dcffd48,70,0.071428
70eea00b476a314817cefde4aad4f89a,112,0.071428
1554a68530182680ad5c8b042c3ab563,267,0.071161
f45122a9ab94eb4f3f8953578bc0c560,197,0.071065
66922902710d126a0e7d26b0e3805106,155,0.070967
c8b0e2b0a7095e5d8219575d5e7e1181,85,0.070588
f214d28e8d8e3ef068748498ccc2f813,57,0.070175
d650b663c3b5f6fb392b6326366efa9a,57,0.070175
f4aba7c0bca51484c30ab7bdc34bcdd1,115,0.069565
6fc26fe110feebd80a433e1f012a84f9,72,0.069444
3bdff180c7e1f6551a643b99c265a120,58,0.068965
6d66611d7c44cc30ce351abc49a68421,174,0.068965
45d33f715e24d15a6ccf5c17b3a23e3c,58,0.068965
7ea5bfa6c340f58f8e71fc1f0412b0d6,102,0.068627
4992e76a42cb3aad7a7047e0d3d7e729,73,0.068493
48436dade18ac8b2bce089ec2a041202,147,0.068027
3b15288545f8928d3e65a8f949a28291,118,0.067796
729b2d09b2a0bdab221076327f13d050,60,0.066666
640e21a7d01df7614a3b4923e990d40c,136,0.066176
dc4a0fc896dc34b0d5bfec8438291c80,242,0.066115
4830e40640734fc1c52cd21127c341d4,212,0.066037
8a432f4e5b471f8da497d7dc517666e2,106,0.066037
2e1c9f22be269ef4643f826c9e650a52,167,0.065868
f457c46070d02cadd8a68551231220dd,230,0.065217
c003204e1ab016dfa150abc119207b24,200,0.065
8a130737016f838139d31878787a39c9,62,0.064516
a17f621c590ea0fab3d5d883e1630ec6,78,0.064102
f80edd2c5aaa505cc4b0a3b219abf4b8,125,0.064
59fb871bf6f4522a87ba567b42dafecf,125,0.064
2ff97219cb8622eaf3cd89b7d9c09824,94,0.063829
5b925e1d006e9476d738aa200751b73b,63,0.063492
82e0a475a88cc9595229d8029273f045,79,0.063291
128639473a139ac0f3e5f5ade55873a5,554,0.063176
46dc3b2cc0980fb8ec44634e21d2718e,523,0.063097
d91fb3b7d041e83b64a00a3edfb37e4f,525,0.062857
0be8ff43f22e456b4e0371b2245e4d01,175,0.062857
850f4f8af5ea87287ac68de36e29107f,191,0.062827
1127b7f2594683f2510f1c2c834a486b,128,0.0625
0509040ea3fe50071181bbc359eb7738,96,0.0625
96493fab2fbb13a14d0c0e8772eef5c3,64,0.0625
6560211a19b47992c3666cc44a7e94c0,1996,0.062124
08633c14ef2db992c11f840f04fad4cd,97,0.061855
8f119a0aee85c0c8fc534629734e94fd,81,0.061728
9de4643a8dbde634fe55621059d92273,81,0.061728
01fdefa7697d26ad920e9e0346d4bd1b,130,0.061538
5a8e7d5003a1f221f9e1d6e411de7c23,179,0.061452
1b4c3a6f53068f0b6944d2d005c9fc89,115,0.060869
834f3294fba9f932f56edc879193f925,66,0.060606
05d2173d43ea568aa0540eba70d2ca76,66,0.060606
dbd66278cbfe1aa1000f90a217ca4695,99,0.060606
7a241947449cc45dbfda4f9d0798d9d0,66,0.060606
6d803cb79cc31c41c4c789a75933b3c7,66,0.060606
25c5c91f63607446a97b143d2d535d31,266,0.06015
cb3dd9ce66268c7a3ca7241ac70ab58c,50,0.06
9b00ed88b7fdb95d6ff76e27c1b52d16,50,0.06
cc419e0650a3c5ba77189a1882b7556a,1719,0.059918
a7f13822ceb966b076af67121f87b063,84,0.059523
fa40cc5b934574b62717c68f3d678b6d,337,0.059347
3d871de0142ce09b7081e2b9d1733cb1,1131,0.059239
8a32e327fe2c1b3511609d81aaf9f042,169,0.059171
7a67c85e85bb2ce8582c35f2203ad736,1155,0.058874
f8db351d8c4c4c22c6835c19a46f01b0,714,0.058823
537eb890efff034a88679788b647c564,171,0.058479
5dceca129747e92ff8ef7a997dc4f8ca,343,0.058309
41b39e28db005d9731d9d485a83b4c38,223,0.058295
ceaec5548eefc6e23e6607c5435102e7,206,0.058252
79ebd9a61bac3eaf882805ed4ecfa12a,140,0.057142
0241d4d5d36f10f80c644447315af0bd,246,0.05691
7202e2ba20579a9bd1acb29e61fe71f6,53,0.056603
7d456afc660226829370f3173d14520c,89,0.056179
87142160b41353c4e5fca2360caf6f92,339,0.056047
7e93a43ef30c4f03f38b393420bc753a,322,0.0559
a1043bafd471dff536d0c462352beb48,752,0.055851
6edacfd9f9074789dad6d62ba7950b9c,216,0.055555
81a1104df0f08b59c68aa5b03cfe398e,72,0.055555
001cca7ae9ae17fb1caed9dfb1094831,234,0.055555
2138ccb85b11a4ec1e37afbd1c8eda1f,419,0.054892
116ccb1a1604bc88e4d234a8c23f33de,73,0.054794
5f2684dab12e59f83bef73ae57724e45,73,0.054794
18a349e75d307f4b4cc646a691ed4216,128,0.054687
9b013e03b2ab786505a1d3b5c0756754,220,0.054545
dd2bdf855a9172734fbc3744021ae9b9,110,0.054545
2528513dd95219a6013d4d05176e391a,166,0.054216
e333046ce6517bd8bb510291d44f0130,74,0.054054
701938c450705b8ae65fc923b70f35c7,111,0.054054
cca3071e3e9bb7d12640c9fbe2301306,817,0.053855
09f952a5f58d2285b0372551ae8f9b01,56,0.053571
d2374cbcbb3ca4ab1086534108cc3ab7,620,0.053225
dee656f0f566ed1aa85bd137c943f08f,94,0.053191
53e4c6e0f4312d4d2107a8c9cddf45cd,512,0.052734
1a3df491d1c4f1589fc2b934ada68bf2,171,0.052631
0adac9fbd9a2b63cccaac4f8756c1ca8,134,0.052238
25e6ffe976bd75618accfe16cefcbd0d,115,0.052173
bfd27a966d91cfaafdb25d076585f0da,115,0.052173
1f9ab4708f3056ede07124aad39a2554,77,0.051948
dc317f341ab0e22f39acbd9dbf9b4a1f,58,0.051724
d9a84e1403de8da0c3aa531d6d108ba6,58,0.051724
b6d44737c043328708f6749c2dbe50bd,79,0.050632
0c8380b62e38e8a1e6adbeba7eb9688c,218,0.050458
1c129092bf23f28a5930387c980c0dfc,219,0.050228
05ff92fedb5be47920fea08e501238b9,60,0.05
1da3aeb70d7989d1e6d9b0e887f97c23,324,0.049382
8cbac7e12637ed9cffa18c7875207478,81,0.049382
3078096983cf766a32a06257648502d1,61,0.04918
fdb9095204a334cd8872252ffec6f2db,61,0.04918
870d0118f7a9d85960f29ad89d5d989a,61,0.04918
516e7738bd8f735ac19a010ee5450d8d,82,0.04878
7299e27ed73d2ad986de7f7c77d919fa,358,0.047486
98dac6635aee4995d501a3972e047414,190,0.047368
e8b3a3a38279a82f0e5d006d5e5b7d2c,85,0.047058
9f505651f4a6abe901a56cdc21508025,426,0.046948
cce6ab8d1682639fe45ab70234f1665f,64,0.046875
c33847515fa6305ce6feb1e818569f13,128,0.046875
670c26e0f1bf8d0576271d5cfaec6d2b,86,0.046511
7178f9f4dd81dcef02f62acdf8151e01,215,0.046511
44073f8b7e41514de3b7815dd0237f4f,151,0.046357
4d6d651bd7684af3fffabd5f08d12e5a,389,0.046272
1838dd9b8977065acf51d95e0053ea7a,65,0.046153
95f83f51203c626648c875dd41874c7f,65,0.046153
813348c996469b40f2e028d5429d3495,195,0.046153
a3a38f4affed601eb87a97788c949667,260,0.046153
01cf7e3d21494c41fb86034f2e714fa1,65,0.046153
bd23da7354813347129d751591d1a6e2,87,0.045977
282f23a9769b2690c5dda22e316f9941,109,0.045871
aafe36600ce604f205b86b5084d3d767,131,0.045801
4e7c18b98d84e05cbae3ff0ff03846c2,88,0.045454
36a968b544695394e4e9d7572688598f,156,0.044871
00fc707aaaad2d31347cf883cd2dfe10,135,0.044444
710e3548e02bc1d2831dfc4f1b5b14d4,137,0.043795
1e8b33f18b4f7598d87f5cbee2282cc2,139,0.043165
dbb9b48c841a0e39e21f98e1a6b2ec3e,118,0.042372
066a6914e1ebf3ea95a216c73a986b91,72,0.041666
7b07b3c7487f0ea825fc6df75abd658b,96,0.041666
db4350fd57ae30082dec7acbaacc17f9,145,0.041379
d566c37fa119d5e66c4e9052e83ee4ea,73,0.041095
0c7533c71df861ec58ad7ff999ed0e8d,73,0.041095
80e6699fe29150b372a0c8a1ebf7dcc8,98,0.040816
9d4db00d65d7760644ac0c14edb5fd86,99,0.040404
25cf099de44674fde97473224f9d59ab,50,0.04
7dc8c42cc750eeafea6c85712ffee9bf,50,0.04
53243585a1d6dc2643021fd1853d8905,400,0.04
de722cd6dad950a92b7d4f82673f8833,377,0.039787
febab0275244b9a49a623f0bd613ca2f,126,0.039682
7008613ea464bad5cb9b83456e1e6a8f,152,0.039473
94144541854e298c2d976cb893b81343,76,0.039473
abcd2cb37d46c2c8fb1bf071c859fc5b,51,0.039215
e0a366315b1b726b6c7832d664c0f530,51,0.039215
080102cd0a76b09e0dcf55fcacc60e05,128,0.039062
9e6229250fedbe05838fef417b74e7fb,77,0.038961
f7720c4fa8e3aba4546301ab80ea1f1b,77,0.038961
cd06602b43d8800bd0afad514919d35c,52,0.038461
669ae81880e08f269a64487cfb287169,185,0.037837
0691148aee60ca47977c187804f935ae,53,0.037735
20d83f3ef0e6925fd74bfd59170babf7,54,0.037037
6c177e38df6d3f34182b1f1d427231bf,54,0.037037
d94a40fd42351c259927028d163af842,109,0.036697
0db783cfcd3b73998abc6e10e59a102f,137,0.036496
2dee2ce60de9709b1a24083217181a1f,55,0.036363
eeb6de78f79159600292e314a77cbd18,83,0.036144
750303a20e9c56b2a6bc45cdce0b897d,56,0.035714
ebd2d60905fb58271facef5596b620d3,85,0.035294
85d9eb9ddc5d00ca9336a2219c97bb13,512,0.035156
1c68394e931a64f90ea236c5ea590300,171,0.035087
dfa0c4c6229ab200a4a1336b4d7128ff,86,0.034883
c864036feaab8c1659f65ea4faebe1da,58,0.034482
0432ead42b6c8a0bdf68154add917fdf,87,0.034482
376a891762bbdecbc02b4b6adec3fdda,58,0.034482
138dbe45fc62f1e244378131a6801526,58,0.034482
30a2f535bb48308f991d0b9ad4a8c4bb,87,0.034482
562fc2f2c2863ab7e79a9e4388a58a14,265,0.033962
c6bda72e4dbf5c5866b13cb1810c6d03,59,0.033898
062ce95fa2ad4dfaedfc79260130565f,59,0.033898
6b243f80ed07b10f0e8aa0f21a205f3c,89,0.033707
0b90b6df587eb83608a64ea8b390cf07,209,0.033492
5cf13accae3222c70a9cac40818ae839,155,0.032258
d57e18d5f73c7ccb7f7339b61166898d,63,0.031746
e7d5b006eb624f13074497221eb37807,63,0.031746
9674754b5a0cb32b638cec001178f799,95,0.031578
95e03ca3d4146e4011985981aeb959b9,190,0.031578
2a84855fd20af891be03bc5924d2b453,159,0.031446
ff063b022a9a0aab91bad2c9088760b7,96,0.03125
5c243662ce92d84573bfaff24c3e3700,100,0.03
b76dba6c951ab00dc4edf0a1aa88037e,167,0.02994
966cb4760537b1404caedd472cc610a5,67,0.02985
ac3508719a1d8f5b7614b798f70af136,101,0.029702
76d64c4aca3a7baf218bf93ef7fa768d,69,0.028985
86ccac0b835037332a596a33b6949ee1,208,0.028846
b92e3c8f9738272ff7c59e111e108d7c,70,0.028571
91f848e9f4be368f4318775aac733370,70,0.028571
fcb5ace8bcc92f75707dc0f01a27d269,70,0.028571
7722b1df1b0e383e000397b2c11e3e19,144,0.027777
520b493b57809f446cb0a233bb3e25c7,73,0.027397
aaed1309374718fdd995ee4c58c9dfcd,111,0.027027
37be5a7c751166fbc5f8ccba4119e043,278,0.025179
709e16e2b25c7474d980076c6bfc4806,80,0.025
cab85505710c7cb9b720bceb52b01cee,204,0.024509
b4ffb71f0cb1b1c3d63fad021ecf93e1,164,0.02439
080199a181c46c657dc5aa235411be3b,83,0.024096
dbc22125167c298ef99da25668e1011f,417,0.02398
17ca9b9e9b9ef8fdb529001b49ebb50f,128,0.023437
e26901d5ab434ce92fd9b5c256820a4e,215,0.023255
609e1a9a6c2539919b8205cf7c4e6ff0,130,0.023076
c3cfdc648177fdbbbb35635a37472c53,307,0.022801
48162d548f5b1b11b9d29d1e01f75a61,89,0.022471
ca3bd7cd9f149df75950150d010fe4a2,135,0.022222
d98eec89afa3380e14463da2aabaea72,183,0.021857
06e5eefc71ec47ae763c5c6f8db7064f,93,0.021505
8bb48dc19fccaa8613b6229bf7f452a2,95,0.021052
229c3efbfb0ea2058de4ccdfbc3d784a,145,0.020689
efcd8d2104f1a05d028af7bad20d974b,50,0.02
ce27a3cc3c8cc1ea79d11e561e9bebb6,151,0.019867
6cd68b3ed6d59aaa9fece558ad360c0a,157,0.019108
259f7b5e6e482c230e5bfaa670b6bb8f,162,0.018518
a5cba26a62b8b4d0145b68b841e62e7f,54,0.018518
83e197e95a1bbabc8c75e883ed016c47,54,0.018518
f680f85bee2d253556ac91be391d2c82,54,0.018518
b1a81260566c1bac3114a6d124413f27,54,0.018518
612170e34b97004b3ba37eae81836b4c,110,0.018181
0ef83d7d83ed97cd2a0049ac8be5f88a,55,0.018181
2a5b78b41cd05baeac8df54c6606b92c,56,0.017857
8c16d1f32a54d92897cc437244442e1b,118,0.016949
1b8356dabde1d35e17cef975c3f82730,60,0.016666
289cdb325fb7e7f891c38608bf9e0962,125,0.016
33a6f4b1e7cdc205511e76ba1b6e0186,126,0.015873
6c7d50c24b3ccd2fd83b44d8bb34e073,126,0.015873
8ae520247981aa06bc94abddf5f46d34,65,0.015384
0ea22c1cfbdc755f86b9b54b39c16043,265,0.015094
12b9676b00f60f3b700e83af21824c0e,133,0.015037
cb8bcce248bb1fb274ba762d8b971456,67,0.014925
751bdc4d83a466c7206cd42e8f426b03,68,0.014705
582d4f8675b945722eda7c0cb61ba4c7,71,0.014084
d921b68bf747894be13a97ae52b0f386,77,0.012987
9d5a9018aee56acb367ba9c3f05d1d6a,78,0.01282
744dac408745240a2c2528fb1b6028f3,83,0.012048
0df3984f9dfb3d49ac6366acbd3bbb85,88,0.011363
725c32fa80c2faacc4fc88450d27314e,93,0.010752
d12c926d74ceff0a90a21184466ce161,97,0.010309
530ec6109d11eaaf87999465c6afee01,101,0.0099
822166ed1e47908f7cfb49946d03c726,108,0.009259
0bae85eb84b9fb3bd773911e89288d54,145,0.006896
81f89e42267213cb94da7ddc301651da,52,0.0
b372ee768ed69e46ca8cdbd267aa7a38,69,0.0
9616352088dcf83a7c06637f4ebf1c80,97,0.0
3bb548e3cb7f70f28e3f11ee9dce0e59,53,0.0
fc906263ca5083d09dce42fe02247800,117,0.0
aae3bfea055532c57fb453ed3ec80b30,50,0.0
57e632711dec9ec14ca7546769483e7e,65,0.0
4da0e408c99d2fdc2126dc9fce518060,54,0.0
fa1a9dec3a9940c072684a46728bf1fc,60,0.0
3504c0cb71d7fa48d967e0e4c94d59d9,53,0.0
cc63f0dd2acba93ffed4fe9f8e0321fa,63,0.0
f3b80352b986ab4d1057a4b724be19d0,91,0.0
eed78ac17f7f795a19a709745f00cd4e,56,0.0
6df688df543f90e9b38f4319e75a9d88,55,0.0
e882b2a25a10b9c057cc49695f222c19,58,0.0
2b3e4a2a3ea8e01938cabda2a3e5cc79,54,0.0
