kpi_date,courier_,city,tier,orders,disputed_awbs,leakage_rs,avg_dso_days
2026-06-20,Delhivery,Lucknow,Tier-3,5,1,296.0,2.8
2026-06-20,Bluedart,Mumbai,Tier-1,4,1,0.0,3.0
2026-06-20,Bluedart,Delhi,Tier-1,2,0,0.0,3.0
2026-06-20,Bluedart,Pune,Tier-2,1,0,0.0,2.0
2026-06-20,Bluedart,Indore,Tier-2,4,0,0.0,2.5
2026-06-20,Bluedart,Jaipur,Tier-3,3,2,76.0,3.0
2026-06-20,Shiprocket,Mumbai,Tier-1,4,1,135.0,3.25
2026-06-20,Shiprocket,Delhi,Tier-1,4,0,0.0,3.25
2026-06-20,Shiprocket,Pune,Tier-2,4,0,0.0,2.75
2026-06-20,Shiprocket,Indore,Tier-2,7,0,0.0,2.71
2026-06-20,Shiprocket,Jaipur,Tier-3,3,0,0.0,3.33
2026-06-20,Shiprocket,Lucknow,Tier-3,6,0,0.0,2.67
2026-06-20,DTDC,Mumbai,Tier-1,1,1,19.0,4.0
2026-06-20,DTDC,Delhi,Tier-1,7,4,64.0,3.0
2026-06-20,DTDC,Pune,Tier-2,5,4,64.0,3.8
2026-06-20,DTDC,Indore,Tier-2,6,2,38.0,3.0
2026-06-20,DTDC,Jaipur,Tier-3,5,2,176.0,2.8
2026-06-20,DTDC,Lucknow,Tier-3,1,0,0.0,3.0
2026-06-20,Kwikship,Mumbai,Tier-1,1,0,0.0,4.0
2026-06-20,Kwikship,Delhi,Tier-1,4,0,0.0,3.25
2026-06-20,Kwikship,Pune,Tier-2,3,0,0.0,3.0
2026-06-20,Kwikship,Indore,Tier-2,2,1,214.0,3.5
2026-06-20,Kwikship,Jaipur,Tier-3,3,1,0.0,3.0
2026-06-20,Kwikship,Lucknow,Tier-3,6,2,132.0,2.86
2026-06-21,Delhivery,Mumbai,Tier-1,4,0,0.0,2.75
2026-06-21,Delhivery,Delhi,Tier-1,4,1,276.0,3.25
2026-06-21,Delhivery,Pune,Tier-2,4,3,845.0,2.5
2026-06-21,Delhivery,Indore,Tier-2,4,1,178.0,3.25
2026-06-21,Delhivery,Jaipur,Tier-3,4,1,303.0,3.25
2026-06-21,Delhivery,Lucknow,Tier-3,3,0,0.0,3.0
2026-06-21,Bluedart,Mumbai,Tier-1,6,1,127.0,3.5
2026-06-21,Bluedart,Delhi,Tier-1,6,0,0.0,3.5
2026-06-21,Bluedart,Pune,Tier-2,7,1,147.0,3.57
2026-06-21,Bluedart,Jaipur,Tier-3,10,6,282.0,3.8
2026-06-21,Bluedart,Lucknow,Tier-3,4,4,292.0,4.5
2026-06-21,Shiprocket,Mumbai,Tier-1,5,0,0.0,2.8
2026-06-21,Shiprocket,Delhi,Tier-1,8,0,0.0,3.25
2026-06-21,Shiprocket,Pune,Tier-2,6,0,0.0,2.67
2026-06-21,Shiprocket,Indore,Tier-2,4,0,0.0,3.75
2026-06-21,Shiprocket,Jaipur,Tier-3,5,0,0.0,3.2
2026-06-21,Shiprocket,Lucknow,Tier-3,1,0,0.0,2.0
2026-06-21,DTDC,Mumbai,Tier-1,2,2,179.0,3.67
2026-06-21,DTDC,Delhi,Tier-1,3,2,240.0,3.5
2026-06-21,DTDC,Pune,Tier-2,2,0,0.0,5.0
2026-06-21,DTDC,Indore,Tier-2,6,2,38.0,3.33
2026-06-21,DTDC,Jaipur,Tier-3,3,0,0.0,4.0
2026-06-21,DTDC,Lucknow,Tier-3,4,2,38.0,3.5
2026-06-21,Kwikship,Mumbai,Tier-1,7,1,162.0,3.14
2026-06-21,Kwikship,Delhi,Tier-1,6,0,0.0,3.5
2026-06-21,Kwikship,Pune,Tier-2,15,1,100.0,3.33
2026-06-21,Kwikship,Indore,Tier-2,2,0,0.0,4.0
2026-06-21,Kwikship,Jaipur,Tier-3,3,0,0.0,4.33
2026-06-21,Kwikship,Lucknow,Tier-3,9,2,0.0,4.0
2026-06-22,Delhivery,Mumbai,Tier-1,8,1,381.0,3.5
2026-06-22,Delhivery,Delhi,Tier-1,8,2,479.0,4.0
2026-06-22,Delhivery,Pune,Tier-2,7,2,587.0,4.14
2026-06-22,Delhivery,Indore,Tier-2,7,1,296.0,4.71
2026-06-22,Delhivery,Jaipur,Tier-3,6,2,316.0,4.17
2026-06-22,Delhivery,Lucknow,Tier-3,3,0,0.0,2.33
2026-06-22,Bluedart,Mumbai,Tier-1,4,1,221.0,4.75
2026-06-22,Bluedart,Delhi,Tier-1,1,0,0.0,6.0
2026-06-22,Bluedart,Pune,Tier-2,4,0,0.0,4.5
2026-06-22,Bluedart,Indore,Tier-2,4,0,0.0,2.5
2026-06-22,Bluedart,Jaipur,Tier-3,3,1,36.0,3.67
2026-06-22,Bluedart,Lucknow,Tier-3,1,1,91.0,4.0
2026-06-22,Shiprocket,Mumbai,Tier-1,3,0,0.0,4.33
2026-06-22,Shiprocket,Delhi,Tier-1,8,1,0.0,3.67
2026-06-22,Shiprocket,Pune,Tier-2,9,0,0.0,3.67
2026-06-22,Shiprocket,Indore,Tier-2,8,0,0.0,4.5
2026-06-22,Shiprocket,Jaipur,Tier-3,4,0,0.0,4.0
2026-06-22,Shiprocket,Lucknow,Tier-3,5,0,0.0,3.8
2026-06-22,DTDC,Mumbai,Tier-1,4,0,0.0,5.0
2026-06-22,DTDC,Delhi,Tier-1,5,1,13.0,4.8
2026-06-22,DTDC,Pune,Tier-2,2,2,27.0,5.5
2026-06-22,DTDC,Indore,Tier-2,4,2,26.0,3.0
2026-06-22,DTDC,Jaipur,Tier-3,3,2,38.0,4.67
2026-06-22,DTDC,Lucknow,Tier-3,5,3,51.0,4.6
2026-06-22,Kwikship,Mumbai,Tier-1,4,0,0.0,4.5
2026-06-22,Kwikship,Delhi,Tier-1,3,1,106.0,4.33
2026-06-22,Kwikship,Pune,Tier-2,4,2,331.0,4.75
2026-06-22,Kwikship,Indore,Tier-2,6,2,402.0,4.83
2026-06-22,Kwikship,Jaipur,Tier-3,6,2,221.0,3.43
2026-06-22,Kwikship,Lucknow,Tier-3,4,0,0.0,6.0
2026-06-23,Delhivery,Mumbai,Tier-1,7,1,548.0,3.75
2026-06-23,Delhivery,Delhi,Tier-1,10,2,396.0,5.1
2026-06-23,Delhivery,Pune,Tier-2,14,4,1219.0,4.57
2026-06-23,Delhivery,Indore,Tier-2,8,1,111.0,3.38
2026-06-23,Delhivery,Jaipur,Tier-3,4,0,0.0,4.75
2026-06-23,Delhivery,Lucknow,Tier-3,10,2,529.0,4.6
2026-06-23,Bluedart,Mumbai,Tier-1,8,0,0.0,5.25
2026-06-23,Bluedart,Delhi,Tier-1,5,1,0.0,5.83
2026-06-23,Bluedart,Pune,Tier-2,9,2,279.0,4.56
2026-06-23,Bluedart,Indore,Tier-2,16,0,0.0,3.63
2026-06-23,Bluedart,Jaipur,Tier-3,11,6,537.0,4.33
2026-06-23,Bluedart,Lucknow,Tier-3,9,6,564.0,5.2
2026-06-23,Shiprocket,Mumbai,Tier-1,9,1,0.0,4.9
2026-06-23,Shiprocket,Delhi,Tier-1,13,0,0.0,4.08
2026-06-23,Shiprocket,Pune,Tier-2,7,0,0.0,3.86
2026-06-23,Shiprocket,Indore,Tier-2,6,0,0.0,3.83
2026-06-23,Shiprocket,Jaipur,Tier-3,5,0,0.0,4.4
2026-06-23,Shiprocket,Lucknow,Tier-3,6,1,123.0,4.17
2026-06-23,DTDC,Mumbai,Tier-1,8,3,373.0,5.33
2026-06-23,DTDC,Delhi,Tier-1,10,1,19.0,4.6
2026-06-23,DTDC,Pune,Tier-2,7,3,34.0,4.71
2026-06-23,DTDC,Indore,Tier-2,8,5,219.0,3.5
2026-06-23,DTDC,Jaipur,Tier-3,6,1,19.0,5.0
2026-06-23,DTDC,Lucknow,Tier-3,8,4,58.0,4.63
2026-06-23,Kwikship,Mumbai,Tier-1,8,1,217.0,5.0
2026-06-23,Kwikship,Delhi,Tier-1,11,1,112.0,4.18
2026-06-23,Kwikship,Pune,Tier-2,9,1,0.0,5.4
2026-06-23,Kwikship,Indore,Tier-2,6,0,0.0,5.5
2026-06-23,Kwikship,Jaipur,Tier-3,13,3,0.0,4.56
2026-06-23,Kwikship,Lucknow,Tier-3,8,3,204.0,3.88
2026-06-24,Delhivery,Mumbai,Tier-1,5,0,0.0,4.0
2026-06-24,Delhivery,Delhi,Tier-1,12,2,517.0,5.0
2026-06-24,Delhivery,Pune,Tier-2,4,1,168.0,4.75
2026-06-24,Delhivery,Indore,Tier-2,3,0,0.0,5.33
2026-06-24,Delhivery,Jaipur,Tier-3,9,3,859.0,4.1
2026-06-24,Delhivery,Lucknow,Tier-3,7,4,1212.0,5.0
2026-06-24,Bluedart,Mumbai,Tier-1,8,0,0.0,4.88
2026-06-24,Bluedart,Delhi,Tier-1,13,2,160.0,4.86
2026-06-24,Bluedart,Pune,Tier-2,8,1,158.0,5.5
2026-06-24,Bluedart,Indore,Tier-2,11,1,132.0,5.27
2026-06-24,Bluedart,Jaipur,Tier-3,8,3,291.0,6.13
2026-06-24,Bluedart,Lucknow,Tier-3,10,3,268.0,5.0
2026-06-24,Shiprocket,Mumbai,Tier-1,9,1,179.0,4.78
2026-06-24,Shiprocket,Delhi,Tier-1,15,0,0.0,5.07
2026-06-24,Shiprocket,Pune,Tier-2,9,0,0.0,4.56
2026-06-24,Shiprocket,Indore,Tier-2,8,1,113.0,5.13
2026-06-24,Shiprocket,Jaipur,Tier-3,4,1,202.0,5.5
2026-06-24,Shiprocket,Lucknow,Tier-3,12,1,229.0,5.67
2026-06-24,DTDC,Mumbai,Tier-1,10,4,197.0,4.1
2026-06-24,DTDC,Delhi,Tier-1,11,3,40.0,3.91
2026-06-24,DTDC,Pune,Tier-2,10,3,45.0,5.4
2026-06-24,DTDC,Indore,Tier-2,5,1,392.0,6.25
2026-06-24,DTDC,Jaipur,Tier-3,7,2,146.0,6.57
2026-06-24,DTDC,Lucknow,Tier-3,10,4,171.0,5.9
2026-06-24,Kwikship,Mumbai,Tier-1,9,0,0.0,4.89
2026-06-24,Kwikship,Delhi,Tier-1,10,1,228.0,4.9
2026-06-24,Kwikship,Pune,Tier-2,10,0,0.0,3.5
2026-06-24,Kwikship,Indore,Tier-2,12,0,0.0,5.5
2026-06-24,Kwikship,Jaipur,Tier-3,8,2,208.0,6.36
2026-06-24,Kwikship,Lucknow,Tier-3,6,3,123.0,6.29
2026-06-25,Delhivery,Mumbai,Tier-1,11,2,581.0,4.91
2026-06-25,Delhivery,Delhi,Tier-1,7,0,0.0,3.71
2026-06-25,Delhivery,Pune,Tier-2,10,3,573.0,5.2
2026-06-25,Delhivery,Indore,Tier-2,2,0,0.0,5.5
2026-06-25,Delhivery,Jaipur,Tier-3,10,2,290.0,6.0
2026-06-25,Delhivery,Lucknow,Tier-3,5,1,0.0,5.5
2026-06-25,Bluedart,Mumbai,Tier-1,6,0,0.0,7.33
2026-06-25,Bluedart,Delhi,Tier-1,9,0,0.0,5.89
2026-06-25,Bluedart,Pune,Tier-2,12,2,468.0,5.83
2026-06-25,Bluedart,Indore,Tier-2,12,1,215.0,5.67
2026-06-25,Bluedart,Jaipur,Tier-3,12,8,590.0,4.33
2026-06-25,Bluedart,Lucknow,Tier-3,5,2,41.0,7.0
2026-06-25,Shiprocket,Mumbai,Tier-1,14,1,124.0,6.21
2026-06-25,Shiprocket,Delhi,Tier-1,10,1,106.0,4.8
2026-06-25,Shiprocket,Pune,Tier-2,4,0,0.0,6.0
2026-06-25,Shiprocket,Indore,Tier-2,15,0,0.0,5.6
2026-06-25,Shiprocket,Jaipur,Tier-3,10,1,8462.0,6.91
2026-06-25,Shiprocket,Lucknow,Tier-3,7,1,0.0,5.88
2026-06-25,DTDC,Mumbai,Tier-1,12,3,153.0,5.0
2026-06-25,DTDC,Delhi,Tier-1,10,4,70.0,6.0
2026-06-25,DTDC,Pune,Tier-2,12,4,220.0,5.83
2026-06-25,DTDC,Indore,Tier-2,10,4,53.0,5.1
2026-06-25,DTDC,Jaipur,Tier-3,12,6,296.0,5.25
2026-06-25,DTDC,Lucknow,Tier-3,12,4,70.0,5.08
2026-06-25,Kwikship,Mumbai,Tier-1,6,1,201.0,6.33
2026-06-25,Kwikship,Delhi,Tier-1,12,1,2708.0,6.38
2026-06-25,Kwikship,Pune,Tier-2,8,1,242.0,6.5
2026-06-25,Kwikship,Indore,Tier-2,10,0,0.0,5.3
2026-06-25,Kwikship,Jaipur,Tier-3,10,3,0.0,5.0
2026-06-25,Kwikship,Lucknow,Tier-3,10,2,0.0,6.5
2026-06-26,Delhivery,Mumbai,Tier-1,9,3,759.0,4.7
2026-06-26,Delhivery,Delhi,Tier-1,7,3,667.0,4.43
2026-06-26,Delhivery,Pune,Tier-2,9,2,391.0,4.89
2026-06-26,Delhivery,Indore,Tier-2,12,1,216.0,5.92
2026-06-26,Delhivery,Jaipur,Tier-3,14,4,469.0,4.27
2026-06-26,Delhivery,Lucknow,Tier-3,8,1,284.0,5.25
2026-06-26,Bluedart,Mumbai,Tier-1,13,1,208.0,6.92
2026-06-26,Bluedart,Delhi,Tier-1,14,0,0.0,5.21
2026-06-26,Bluedart,Pune,Tier-2,9,0,0.0,5.67
2026-06-26,Bluedart,Indore,Tier-2,9,1,2210.0,5.0
2026-06-26,Bluedart,Jaipur,Tier-3,10,4,479.0,5.64
2026-06-26,Bluedart,Lucknow,Tier-3,8,6,698.0,4.67
2026-06-26,Shiprocket,Mumbai,Tier-1,9,0,0.0,5.78
2026-06-26,Shiprocket,Delhi,Tier-1,7,0,0.0,5.86
2026-06-26,Shiprocket,Pune,Tier-2,5,0,0.0,4.2
2026-06-26,Shiprocket,Indore,Tier-2,9,0,0.0,6.22
2026-06-26,Shiprocket,Jaipur,Tier-3,6,1,110.0,4.5
2026-06-26,Shiprocket,Lucknow,Tier-3,9,1,0.0,5.0
2026-06-26,DTDC,Mumbai,Tier-1,8,5,300.0,7.13
2026-06-26,DTDC,Delhi,Tier-1,7,5,404.0,6.67
2026-06-26,DTDC,Pune,Tier-2,6,2,250.0,6.43
2026-06-26,DTDC,Indore,Tier-2,4,1,19.0,4.0
2026-06-26,DTDC,Jaipur,Tier-3,14,8,449.0,5.0
2026-06-26,DTDC,Lucknow,Tier-3,9,2,162.0,6.22
2026-06-26,Kwikship,Mumbai,Tier-1,12,0,0.0,6.17
2026-06-26,Kwikship,Delhi,Tier-1,6,0,0.0,5.0
2026-06-26,Kwikship,Pune,Tier-2,10,0,0.0,4.3
2026-06-26,Kwikship,Indore,Tier-2,8,0,0.0,5.13
2026-06-26,Kwikship,Jaipur,Tier-3,5,1,0.0,6.6
2026-06-26,Kwikship,Lucknow,Tier-3,6,2,0.0,5.83
2026-06-27,Delhivery,Mumbai,Tier-1,7,1,153.0,4.43
2026-06-27,Delhivery,Delhi,Tier-1,10,1,199.0,5.6
2026-06-27,Delhivery,Pune,Tier-2,5,0,0.0,6.8
2026-06-27,Delhivery,Indore,Tier-2,9,1,300.0,5.44
2026-06-27,Delhivery,Jaipur,Tier-3,9,0,0.0,6.33
2026-06-27,Delhivery,Lucknow,Tier-3,8,3,500.0,5.38
2026-06-27,Bluedart,Mumbai,Tier-1,9,1,188.0,4.44
2026-06-27,Bluedart,Delhi,Tier-1,9,1,226.0,5.0
2026-06-27,Bluedart,Pune,Tier-2,9,0,0.0,6.67
2026-06-27,Bluedart,Indore,Tier-2,10,2,292.0,4.8
2026-06-27,Bluedart,Jaipur,Tier-3,8,4,235.0,5.38
2026-06-27,Bluedart,Lucknow,Tier-3,9,4,855.0,6.91
2026-06-27,Shiprocket,Mumbai,Tier-1,14,1,2858.0,6.27
2026-06-27,Shiprocket,Delhi,Tier-1,11,2,317.0,5.09
2026-06-27,Shiprocket,Pune,Tier-2,8,0,0.0,4.75
2026-06-27,Shiprocket,Indore,Tier-2,8,1,8382.0,5.73
2026-06-27,Shiprocket,Jaipur,Tier-3,9,2,305.0,6.33
2026-06-27,Shiprocket,Lucknow,Tier-3,6,1,175.0,4.5
2026-06-27,DTDC,Mumbai,Tier-1,10,6,277.0,6.1
2026-06-27,DTDC,Delhi,Tier-1,12,5,70.0,5.23
2026-06-27,DTDC,Pune,Tier-2,14,5,89.0,4.86
2026-06-27,DTDC,Indore,Tier-2,6,3,57.0,4.83
2026-06-27,DTDC,Jaipur,Tier-3,18,9,690.0,6.05
2026-06-27,DTDC,Lucknow,Tier-3,10,2,226.0,6.15
2026-06-27,Kwikship,Mumbai,Tier-1,10,1,204.0,6.0
2026-06-27,Kwikship,Delhi,Tier-1,5,1,205.0,4.4
2026-06-27,Kwikship,Pune,Tier-2,7,0,0.0,5.43
2026-06-27,Kwikship,Indore,Tier-2,6,0,0.0,6.5
2026-06-27,Kwikship,Jaipur,Tier-3,8,5,301.0,6.0
2026-06-27,Kwikship,Lucknow,Tier-3,7,3,238.0,5.0
2026-06-28,Delhivery,Mumbai,Tier-1,7,3,757.0,7.14
2026-06-28,Delhivery,Delhi,Tier-1,14,7,4606.0,4.93
2026-06-28,Delhivery,Pune,Tier-2,13,2,580.0,6.31
2026-06-28,Delhivery,Indore,Tier-2,12,2,441.0,6.0
2026-06-28,Delhivery,Jaipur,Tier-3,7,1,245.0,5.71
2026-06-28,Delhivery,Lucknow,Tier-3,9,2,420.0,5.0
2026-06-28,Bluedart,Mumbai,Tier-1,9,1,2230.0,5.3
2026-06-28,Bluedart,Delhi,Tier-1,11,2,163.0,5.5
2026-06-28,Bluedart,Pune,Tier-2,3,0,0.0,6.0
2026-06-28,Bluedart,Indore,Tier-2,9,3,518.0,4.89
2026-06-28,Bluedart,Jaipur,Tier-3,8,7,636.0,5.11
2026-06-28,Bluedart,Lucknow,Tier-3,9,8,798.0,5.8
2026-06-28,Shiprocket,Mumbai,Tier-1,7,0,0.0,4.71
2026-06-28,Shiprocket,Delhi,Tier-1,11,0,0.0,5.82
2026-06-28,Shiprocket,Pune,Tier-2,11,1,202.0,5.55
2026-06-28,Shiprocket,Indore,Tier-2,8,0,0.0,5.5
2026-06-28,Shiprocket,Jaipur,Tier-3,7,0,0.0,4.29
2026-06-28,Shiprocket,Lucknow,Tier-3,7,0,0.0,4.86
2026-06-28,DTDC,Mumbai,Tier-1,5,1,200.0,5.17
2026-06-28,DTDC,Delhi,Tier-1,5,4,53.0,6.6
2026-06-28,DTDC,Pune,Tier-2,6,4,76.0,6.17
2026-06-28,DTDC,Indore,Tier-2,6,3,267.0,4.29
2026-06-28,DTDC,Jaipur,Tier-3,10,3,51.0,5.6
2026-06-28,DTDC,Lucknow,Tier-3,5,2,19.0,4.67
2026-06-28,Kwikship,Mumbai,Tier-1,5,0,0.0,7.0
2026-06-28,Kwikship,Delhi,Tier-1,9,0,0.0,5.67
2026-06-28,Kwikship,Pune,Tier-2,10,0,0.0,5.7
2026-06-28,Kwikship,Indore,Tier-2,15,1,202.0,5.0
2026-06-28,Kwikship,Jaipur,Tier-3,6,1,160.0,7.67
2026-06-28,Kwikship,Lucknow,Tier-3,9,4,139.0,4.67
2026-06-29,Delhivery,Mumbai,Tier-1,7,1,110.0,5.43
2026-06-29,Delhivery,Delhi,Tier-1,9,0,0.0,3.44
2026-06-29,Delhivery,Pune,Tier-2,12,4,656.0,5.15
2026-06-29,Delhivery,Indore,Tier-2,9,4,803.0,6.0
2026-06-29,Delhivery,Jaipur,Tier-3,14,2,639.0,4.29
2026-06-29,Delhivery,Lucknow,Tier-3,8,1,181.0,5.0
2026-06-29,Bluedart,Mumbai,Tier-1,4,0,0.0,5.0
2026-06-29,Bluedart,Delhi,Tier-1,12,0,0.0,6.17
2026-06-29,Bluedart,Pune,Tier-2,9,2,438.0,5.78
2026-06-29,Bluedart,Indore,Tier-2,7,1,136.0,6.29
2026-06-29,Bluedart,Jaipur,Tier-3,12,6,303.0,5.75
2026-06-29,Bluedart,Lucknow,Tier-3,10,4,172.0,6.3
2026-06-29,Shiprocket,Mumbai,Tier-1,13,2,342.0,6.92
2026-06-29,Shiprocket,Delhi,Tier-1,6,0,0.0,5.0
2026-06-29,Shiprocket,Pune,Tier-2,5,1,203.0,4.4
2026-06-29,Shiprocket,Indore,Tier-2,8,2,131.0,4.78
2026-06-29,Shiprocket,Jaipur,Tier-3,8,1,127.0,4.25
2026-06-29,Shiprocket,Lucknow,Tier-3,8,0,0.0,5.0
2026-06-29,DTDC,Mumbai,Tier-1,6,2,38.0,6.33
2026-06-29,DTDC,Delhi,Tier-1,7,3,57.0,6.14
2026-06-29,DTDC,Pune,Tier-2,10,6,332.0,6.09
2026-06-29,DTDC,Indore,Tier-2,8,5,448.0,5.78
2026-06-29,DTDC,Jaipur,Tier-3,4,1,180.0,3.6
2026-06-29,DTDC,Lucknow,Tier-3,7,5,208.0,7.63
2026-06-29,Kwikship,Mumbai,Tier-1,9,1,145.0,5.78
2026-06-29,Kwikship,Delhi,Tier-1,17,1,204.0,5.59
2026-06-29,Kwikship,Pune,Tier-2,9,2,346.0,6.22
2026-06-29,Kwikship,Indore,Tier-2,5,0,0.0,4.6
2026-06-29,Kwikship,Jaipur,Tier-3,13,5,0.0,4.54
2026-06-29,Kwikship,Lucknow,Tier-3,8,4,0.0,7.18
2026-06-30,Delhivery,Mumbai,Tier-1,7,3,1022.0,5.75
2026-06-30,Delhivery,Delhi,Tier-1,13,2,10822.0,6.36
2026-06-30,Delhivery,Pune,Tier-2,8,2,443.0,3.25
2026-06-30,Delhivery,Indore,Tier-2,9,1,512.0,4.8
2026-06-30,Delhivery,Jaipur,Tier-3,15,0,0.0,5.27
2026-06-30,Delhivery,Lucknow,Tier-3,17,4,2227.0,5.56
2026-06-30,Bluedart,Mumbai,Tier-1,11,0,0.0,5.45
2026-06-30,Bluedart,Delhi,Tier-1,9,0,0.0,4.44
2026-06-30,Bluedart,Pune,Tier-2,8,1,144.0,6.0
2026-06-30,Bluedart,Indore,Tier-2,6,1,247.0,6.83
2026-06-30,Bluedart,Jaipur,Tier-3,12,6,429.0,6.08
2026-06-30,Bluedart,Lucknow,Tier-3,14,8,1084.0,5.38
2026-06-30,Shiprocket,Mumbai,Tier-1,6,1,146.0,6.17
2026-06-30,Shiprocket,Delhi,Tier-1,10,0,0.0,4.2
2026-06-30,Shiprocket,Pune,Tier-2,9,1,218.0,5.33
2026-06-30,Shiprocket,Indore,Tier-2,10,0,0.0,3.8
2026-06-30,Shiprocket,Jaipur,Tier-3,6,1,149.0,4.83
2026-06-30,Shiprocket,Lucknow,Tier-3,15,1,149.0,6.13
2026-06-30,DTDC,Mumbai,Tier-1,13,5,223.0,5.46
2026-06-30,DTDC,Delhi,Tier-1,8,2,32.0,5.13
2026-06-30,DTDC,Pune,Tier-2,11,4,401.0,6.27
2026-06-30,DTDC,Indore,Tier-2,12,3,373.0,5.92
2026-06-30,DTDC,Jaipur,Tier-3,5,1,19.0,6.4
2026-06-30,DTDC,Lucknow,Tier-3,9,4,446.0,5.22
2026-06-30,Kwikship,Mumbai,Tier-1,9,1,110.0,4.89
2026-06-30,Kwikship,Delhi,Tier-1,5,0,0.0,7.2
2026-06-30,Kwikship,Pune,Tier-2,4,0,0.0,5.25
2026-06-30,Kwikship,Indore,Tier-2,10,0,0.0,4.5
2026-06-30,Kwikship,Jaipur,Tier-3,10,2,0.0,5.9
2026-06-30,Kwikship,Lucknow,Tier-3,9,2,0.0,5.78
2026-07-01,Delhivery,Mumbai,Tier-1,8,1,178.0,6.13
2026-07-01,Delhivery,Delhi,Tier-1,10,3,946.0,5.64
2026-07-01,Delhivery,Pune,Tier-2,5,0,0.0,5.4
2026-07-01,Delhivery,Indore,Tier-2,9,0,0.0,5.56
2026-07-01,Delhivery,Jaipur,Tier-3,6,1,204.0,6.0
2026-07-01,Delhivery,Lucknow,Tier-3,9,1,153.0,6.44
2026-07-01,Bluedart,Mumbai,Tier-1,11,0,0.0,6.27
